SMILES,MolecularWeight,LogP,TPSA,HBD,HBA,RotatableBonds,Suitability
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.Cl,324.42,3.17,45.59,1.0,4.0,4.0,0
O=P(O)(O)Oc1c(Br)cc(Br)cc1-c1cc(Br)cc(Br)c1O,581.77,5.58,86.99,3.0,3.0,3.0,0
CC[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,326.44,3.4,45.59,1.0,4.0,4.0,0
CC[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,326.44,3.4,45.59,1.0,4.0,4.0,0
CCOc1ccc2nccc([C@@H](O)[C@@H]3C[C@@H]4CCN3C[C@@H]4CC)c2c1,340.47,3.79,45.59,1.0,4.0,5.0,0
CCOc1ccc2nccc([C@@H](O)[C@@H]3C[C@@H]4CCN3C[C@@H]4CC)c2c1.Cl,340.47,3.79,45.59,1.0,4.0,5.0,0
O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(Cl)ccc1O,383.68,5.34,49.33,2.0,2.0,2.0,0
CN1CCC(COC(=O)C(O)(c2ccccc2)c2ccccc2)C1,325.41,2.42,49.77,1.0,4.0,5.0,0
Cl.O=C1CCC(c2ccccc2)(C2CCN(Cc3ccccc3)CC2)C(=O)N1,362.47,3.27,49.41,1.0,3.0,4.0,0
CCN(CC)CCNC(=O)c1ccc(NS(C)(=O)=O)cc1.Cl,313.42,1.13,78.51,2.0,4.0,8.0,0
CN1CCN2c3ccccc3Cc3ccccc3C2C1.Cl,264.37,3.08,6.48,0.0,2.0,0.0,0
Cl.c1ccc(C2(N3CCCCC3)CCCCC2)cc1,243.39,4.33,3.24,0.0,1.0,2.0,0
C1=C(CC2=NCCN2)CCc2ccccc21.Cl,212.3,2.41,24.39,1.0,2.0,2.0,0
CC(C)c1cccc(C(C)C)c1NC(=O)NCC1(c2ccc(N(C)C)cc2)CCCC1.Cl,421.63,6.63,44.37,2.0,2.0,7.0,0
Cl.c1ccc(C2CN3CCSC3=N2)cc1,204.3,2.15,15.6,0.0,3.0,1.0,0
C/N=C(/Cc1ccc2ccccc2c1)NC.Cl,212.3,2.63,24.39,1.0,1.0,2.0,0
CCOC(=O)COc1ccc2c(c1)C[C@@H](NC[C@H](O)c1cccc(Cl)c1)CC2.Cl,403.91,3.46,67.79,2.0,5.0,8.0,0
CCCCCCCCN=c1ccn(CCCCCCCC)cc1.Cl,318.55,6.11,17.29,0.0,2.0,14.0,0
Cl.O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O,385.37,2.38,74.57,2.0,5.0,3.0,0
CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1.Cl,399.4,2.72,65.78,1.0,5.0,3.0,0
CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1.Cl,311.43,3.7,29.54,0.0,3.0,8.0,0
Cl.Cl.Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,404.5,5.39,6.48,0.0,2.0,6.0,0
CCc1cccc(N(C)C(=N)Nc2cccc3ccccc23)c1.Cl,303.41,4.89,39.12,2.0,1.0,3.0,0
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1.Cl.Cl,485.95,4.39,88.61,2.0,7.0,9.0,0
Cl.Clc1ccc(/C(Cn2ccnc2)=N/Nc2c(Cl)cccc2Cl)s1,385.71,5.42,42.21,1.0,5.0,5.0,0
COCCC1CC2CN3CCc4c([nH]c5ccccc45)C(C(=O)OC)(C2)C13.Cl,368.48,2.88,54.56,1.0,4.0,4.0,0
Cc1ccc(C23CNCC2C3)cc1.Cl,173.26,1.86,12.03,1.0,1.0,1.0,0
Cc1cccc(C(C)c2c[nH]cn2)c1C.Cl,200.28,3.18,28.68,1.0,1.0,2.0,0
Cl.NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,365.79,2.36,88.56,2.0,5.0,3.0,0
CN(C)Cc1nccn1-c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2ccc3onc(N)c3c2)c(F)c1.Cl,528.47,4.25,120.03,2.0,9.0,6.0,0
CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1.Cl,301.39,2.87,61.72,3.0,4.0,7.0,0
C[C@@H]1CN(Cc2ccc(F)cc2)CCN1C(=O)COc1ccc(Cl)cc1NC(N)=O.Cl,434.9,3.08,87.9,2.0,4.0,6.0,0
Cl.NCc1c[nH]c(=S)n1[C@H]1CCc2c(F)cc(F)cc2C1,295.36,3.01,46.74,2.0,3.0,2.0,0
Cl.Cl.Nc1ccc(SC[C@@H]2CO[C@](CCc3ccc(Cl)cc3)(Cn3ccnc3)O2)cc1,429.97,4.66,62.3,1.0,6.0,8.0,0
Br.O=C(CC1NCCCC1O)Cn1cnc2cc(Br)c(Cl)cc2c1=O,414.69,1.88,84.22,2.0,6.0,4.0,0
Cl.NCCC[C@](N)(C(=O)O)C(F)F,182.17,-0.23,89.34,3.0,3.0,5.0,0
COC(=O)[C@@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@@H]1O.Cl,354.45,2.65,65.56,2.0,4.0,1.0,0
COc1ccc(-n2nnnc2C(F)(F)F)cc1CN[C@H]1CCCN[C@H]1c1ccccc1.Cl.Cl,432.45,3.27,76.89,2.0,7.0,6.0,0
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5.Cl,285.34,1.2,52.93,2.0,4.0,0.0,0
Cl.O=C(O)c1ccc(OCCn2ccnc2)cc1,232.24,1.66,64.35,1.0,4.0,5.0,0
Cl.O=C(Cn1c(=O)sc2ccc(Cl)cc21)N1CCN(CCO)CC1,355.85,0.85,65.78,1.0,6.0,4.0,0
CCN(CC)CCOc1ccc2c(c1)C(=O)c1cc(OCCN(CC)CC)ccc1-2.Cl.Cl,410.56,4.34,42.01,0.0,5.0,12.0,0
Cl.O=c1[nH]c2c(O)ccc(CCNCCS(=O)(=O)CCCOCCc3ccccc3)c2s1,464.61,2.9,108.75,3.0,8.0,13.0,0
Cl.Cl.NC(=O)c1cnc2n1CCc1ccccc1C21CCNCC1,296.37,1.21,72.94,2.0,4.0,1.0,0
C[C@H](N)C(=O)N[C@@]1(C(=O)O)CC[C@H]2[C@H](C(=O)O)[C@H]21.Cl,256.26,-0.99,129.72,4.0,4.0,4.0,0
Cl.O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,291.38,1.22,62.3,1.0,4.0,2.0,0
CC1=C2C[C@H]3[C@@H](CC[C@@H]4C[C@H](NS(C)(=O)=O)CC[C@@]43C)[C@@H]2CC[C@@]2(C1)O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,504.78,5.03,67.43,2.0,4.0,2.0,0
COC(=O)c1cnc2n1CCc1ccccc1C2=C1CCN(CCc2ccc(OCc3ccc4ccccc4n3)cc2)CC1,584.72,6.49,69.48,0.0,7.0,7.0,0
CC(C)=CCC/C(C)=C/CNCCNC1C2CC3CC(C2)CC1C3,330.56,4.68,24.06,2.0,2.0,9.0,0
O=C(Oc1ccc(Br)cc1)N1CCN2CCC1CC2,325.21,2.73,32.78,0.0,3.0,1.0,0
CC1(C)CC(=O)c2c(C(F)(F)F)nn(-c3ccc(C(N)=O)c(N[C@H]4CC[C@H](O)CC4)c3)c2C1,464.49,3.86,110.24,3.0,6.0,4.0,0
Nc1ccn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)n1,227.22,-1.53,110.6,3.0,7.0,2.0,0
CCNC1(C(N)=O)CCN(c2ncnc3c2nc(-c2ccccc2Cl)n3-c2ccc(Cl)cc2)CC1,510.43,4.22,101.96,2.0,7.0,6.0,0
Cn1cc(-c2ccncc2)c(-c2ccc(OCc3ccc4ccccc4n3)cc2)n1,392.46,5.28,52.83,0.0,5.0,5.0,0
CN([C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1)S(=O)(=O)c1ccc(F)cc1,416.47,3.04,79.61,1.0,4.0,5.0,0
CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)c(O)c1,392.5,3.82,61.8,2.0,4.0,4.0,0
CC(=O)OCC1=CO[C@@H](OC(=O)CC(C)C)[C@H]2C1=C[C@H](OC(=O)CC(C)(C)OC(C)=O)[C@]21CO1,480.51,2.35,126.96,0.0,10.0,9.0,0
CCCCCCCC/C(=C\CCCCCCCC(=O)O)[N+](=O)[O-],327.47,5.71,80.44,1.0,3.0,16.0,0
NC[C@@H]1CC[C@@H](N)[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)O1,451.52,-5.27,247.94,9.0,13.0,6.0,0
Clc1ccc2c(N3CCN(CCCN4CCN(c5ccnc6cc(Cl)ccc56)CC4)CC3)ccnc2c1.O=P(O)(O)O,535.52,5.42,38.74,0.0,6.0,6.0,0
NCC(=O)N1C[C@H](NC(=O)c2ccccc2)C[C@H]1C(=O)O,291.31,-0.57,112.73,3.0,4.0,4.0,0
Cc1c(Cc2ccc3ccccc3n2)c2cc(F)ccc2n1CC(=O)O,348.38,4.31,55.12,1.0,3.0,4.0,0
CC(C)(C)c1ccc(CN(Cc2cccc(OCC(=O)O)c2)S(=O)(=O)c2cccnc2)cc1,468.58,4.23,96.8,1.0,5.0,9.0,0
CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc1-2,460.59,2.57,91.21,2.0,8.0,4.0,0
CN(C)c1ccc2c(c1)Sc1cc(N(C)C)ccc1N2,285.42,4.03,18.51,1.0,4.0,2.0,0
CCCCCN(CCCOC)C(=O)[C@@H](CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1,461.39,4.01,95.94,2.0,4.0,14.0,0
CN(C)c1nc(Cc2ccc(NC(=O)c3ccc(C(F)(F)F)cc3)cc2)nc(N(C)C)c1CC(=O)O,501.51,4.1,98.66,2.0,6.0,8.0,0
CCC[C@H](Nc1nc(-c2ccc(NC(=O)NCC)c(OC)c2)ncc1C)c1cccnc1,434.54,4.95,101.06,3.0,6.0,9.0,0
CCOP(=O)(OCC)C(C)NC(=O)N(CCCl)N=O,315.69,2.53,97.3,1.0,6.0,9.0,0
CC(=O)O[C@H]1C[C@@H]2C(COC(=O)CC(C)C)=CO[C@@H](OC(=O)CC(C)C)[C@@H]2[C@@]12CO2,424.49,2.74,100.66,0.0,8.0,8.0,0
C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,410.47,2.09,106.94,3.0,4.0,8.0,0
Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2[C@H]1C[C@H](N2CCC2)C1,425.54,4.67,69.2,1.0,6.0,6.0,0
CCS(=O)(=O)c1ccc(/C=C(\C)c2ccc3c(c2)C(C)(C)CCC3(C)C)cc1,396.6,6.39,34.14,0.0,2.0,4.0,0
CN(c1nc2ccccc2s1)C1CCN(CC(O)COc2ccc(F)cc2)CC1,415.53,3.78,48.83,1.0,6.0,7.0,0
[O-][n+]1ccccc1SSc1cccc[n+]1[O-],252.32,1.75,53.88,0.0,4.0,3.0,0
CC(C)C(=O)OC[C@@]1(N=[N+]=[N-])O[C@@H](n2ccc(N)nc2=O)[C@H](OC(=O)C(C)C)[C@@H]1OC(=O)C(C)C,494.51,1.7,197.8,1.0,12.0,9.0,0
C/C(=C\c1ccccc1)c1ccc2c(c1)C(C)(C)CCC2(C)C,304.48,6.6,0.0,0.0,0.0,2.0,0
Cc1cc(C)c2cccc(OCc3c(Cl)ccc(S(=O)(=O)NC4(C(=O)N5CCN(C(=O)[C@@H](N)CCC[N+](C)(C)C)CC5)CCOCC4)c3Cl)c2n1.[Cl-],764.8,4.05,144.16,2.0,8.0,12.0,0
O=C(O)Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1,747.83,5.23,66.76,2.0,3.0,4.0,0
CCc1nc2c(N)nc3ccccc3c2n1CCCCNS(C)(=O)=O,361.47,2.06,102.9,2.0,6.0,7.0,0
CC(C)=CCC/C(C)=C/CC/C(C)=C/CN1C(=O)c2cccc(O)c2Nc2c(O)cc(O)cc21,462.59,6.93,93.03,4.0,5.0,8.0,0
Cc1cccc(C)c1NC(=O)NCCCNC(C)C,263.38,2.81,53.16,3.0,2.0,6.0,0
CCOc1ccc(/C=C2\NCCc3cc(OCC)c(OCC)cc32)cc1OCC,397.52,4.93,48.95,1.0,5.0,9.0,0
CC(C)C(=O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@](C)(F)[C@@H]1OC(=O)C(C)C,399.42,1.22,122.74,1.0,9.0,6.0,0
CN1C[C@@H]2[C@H](C1)[C@H]2CN(Cc1ccc(F)c(Cl)c1)C(=O)c1cn(C)cn1,376.86,2.66,41.37,0.0,4.0,5.0,0
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C([C@H]3CCCO3)S[C@H]12,285.32,0.37,87.07,2.0,5.0,3.0,0
N#CC(CCN1CCC(C(N)=O)(N2CCCCC2)CC1)(c1ccccc1)c1ccccc1,430.6,3.69,73.36,1.0,4.0,7.0,0
COc1ccc(-c2oc3c(CC=C(C)C)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)c3c(=O)c2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)cc1,676.67,0.07,238.2,8.0,15.0,9.0,0
CNCC(O)c1ccc(O)c(O)c1,183.21,0.35,72.72,4.0,4.0,3.0,0
CCCCOC(=O)C(=O)Nc1cccc(-c2nnn[nH]2)c1,289.3,1.15,109.86,2.0,6.0,5.0,0
Clc1cc(Cl)c2c(c1)CCc1ccccc1C2n1ccnc1,329.23,4.93,17.82,0.0,2.0,1.0,0
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O,482.54,3.84,89.68,3.0,7.0,2.0,0
CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,373.46,4.04,78.94,3.0,5.0,5.0,0
CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,529.57,5.11,94.65,3.0,7.0,8.0,0
Cn1c(Nc2ccc(C(F)(F)F)cc2)nc2cc(Oc3ccnc(-c4ncc(C(F)(F)F)[nH]4)c3)ccc21,518.42,6.93,80.65,2.0,6.0,5.0,0
COc1ccc(S(N)(=O)=O)cc1C(=O)NCC1CCCN1C,327.41,0.17,101.73,2.0,5.0,5.0,0
C#C[C@@]1(O)[C@@H](CO)O[C@@H](n2ccc(N)nc2=O)[C@@H]1O,267.24,-2.56,130.83,4.0,8.0,2.0,0
O=S(=O)(O)O,98.08,-0.65,74.6,2.0,2.0,0.0,0
C[C@@]1(C(=O)Nc2ccc(F)nc2)CCCN1c1nc(Nc2cc(C3CC3)n[nH]2)c2cccn2n1,461.51,3.61,116.13,3.0,8.0,6.0,0
Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2,290.27,1.55,110.38,5.0,6.0,1.0,0
C=CCc1cccc(/C=N/NC(=O)CN2CCN(Cc3ccccc3)CC2)c1O,392.5,2.39,68.17,2.0,5.0,8.0,0
COc1ccc(S(=O)(=O)N2C(=O)[C@@](c3ccccc3OC)(N3C[C@H](O)C[C@H]3C(=O)N(C)C)c3cc(Cl)ccc32)c(OC)c1,630.12,2.87,125.92,1.0,9.0,8.0,0
O=C1OC(c2ccc(O)c(S(=O)(=O)O)c2)(c2ccc(O)c(S(=O)(=O)O)c2)c2c(Br)c(Br)c(Br)c(Br)c21,794.04,5.1,175.5,4.0,8.0,4.0,0
C[C@H](CCOc1cccc(CC(=O)O)c1)N(Cc1cccc(C(F)(F)F)c1Cl)CC(c1ccccc1)c1ccccc1,596.09,8.48,49.77,1.0,3.0,13.0,0
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SC3CN(C4=NCCS4)C3)[C@H](C)[C@H]12,383.5,0.66,93.44,2.0,7.0,4.0,0
CC/C=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1csc(N)n1,453.5,0.35,177.94,4.0,9.0,7.0,0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(/C=C\c3scnc3C)CS[C@H]12)c1csc(N)n1,506.59,1.29,160.1,3.0,11.0,7.0,0
N[C@@H](CCC(=O)O)C(=O)O,147.13,-0.74,100.62,3.0,3.0,4.0,0
COc1ccc(OC(C)C(=O)O)cc1,196.2,1.55,55.76,1.0,3.0,4.0,0
CCCC(CCC)C(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,389.4,1.28,113.68,3.0,7.0,8.0,0
O=C(/C=C/c1cccnc1)NCCCCC1CCN(C(=O)c2ccccc2)CC1,391.52,3.93,62.3,1.0,3.0,8.0,0
C[C@@H](N)c1ccc(C(=O)Nc2ccnc3[nH]ccc23)cc1,280.33,2.83,83.8,3.0,3.0,3.0,0
COc1cccc(Nc2c(C(N)=O)cnc3c(C)cc(S(=O)(=O)c4cccc(C(=O)N(C)C)c4)cc23)c1,518.6,3.93,131.69,2.0,7.0,7.0,0
CC(C)(N)CNC(=O)C[C@H]1CC[C@]2(CC1)OO[C@]1(O2)C2CC3CC(C2)CC1C3.Cc1ccc(S(=O)(=O)O)cc1,392.54,3.25,82.81,2.0,5.0,4.0,0
Cn1c(NC[C@@H](N)Cc2ccccc2)nc(-c2ccncc2)c(-c2ccc3ccccc3c2)c1=O,461.57,4.64,85.83,2.0,6.0,7.0,0
COc1cc2c(cc1OC)[C@H]1C[C@@H](O)[C@H](CC(C)C)CN1CC2,319.45,3.03,41.93,1.0,4.0,4.0,0
COc1cc2c(cc1OCCCF)CCN1C[C@@H](CC(C)C)[C@H](O)C[C@H]21,365.49,3.76,41.93,1.0,4.0,7.0,0
COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1NC(=O)[C@@H](N)CO,402.45,2.15,112.27,3.0,7.0,9.0,0
Cn1cc(C[C@@H](N)C(=O)O)c2ccccc21,218.26,1.13,68.25,2.0,3.0,3.0,0
CCCCCCCCC/C(=C\C1=C(C)C(=O)C(OC)=C(OC)C1=O)C(=O)O,378.47,4.11,89.9,1.0,5.0,12.0,0
CN1C(=O)CC[C@H]1c1cccnc1,176.22,1.37,33.2,0.0,2.0,1.0,0
Cc1cc(NC(=O)NCCN2CCC(O)(Cc3ccccc3)CC2)c2ccccc2n1,418.54,3.73,77.49,3.0,4.0,6.0,0
CCc1nn(CCO)c(CC)c1Oc1cc(C#N)cc(C#N)c1,310.36,2.54,94.86,1.0,6.0,6.0,0
CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1,438.49,2.43,94.22,2.0,6.0,3.0,0
CNC[C@H](O)CC12CCC(c3ccccc31)c1ccccc12,293.41,3.18,32.26,2.0,2.0,4.0,0
CCOC(=O)c1cnc2cc(OCC(C)C)c(OCC(C)C)cc2c1O,361.44,4.19,77.88,1.0,6.0,8.0,0
NC(=O)Oc1ccc(Cc2ccccc2)cc1,227.26,2.73,52.32,1.0,2.0,3.0,0
O=C1C(=O)c2ncccc2-c2cccnc21,210.19,1.52,59.92,0.0,4.0,0.0,0
CCN1CCN(Cc2ccc(-c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)cc2)CC1,440.6,4.94,60.08,2.0,5.0,7.0,0
CC(CCCNCCO)Nc1ccnc2cc(Cl)ccc12,307.83,3.05,57.18,3.0,4.0,8.0,0
CCn1ccnc1CC1COc2ccccc2O1.Cl,244.29,2.29,36.28,0.0,4.0,3.0,0
CCN1/C(=C/C=C/c2sc3ccccc3[n+]2CC)Sc2ccccc21,365.55,5.7,7.12,0.0,3.0,4.0,0
CCN(CC)CCCC(C)Nc1cc(/C=C/c2ccccc2Cl)nc2cc(Cl)ccc12,456.46,7.63,28.16,1.0,3.0,10.0,0
CC(C)[C@@]1(NC(=O)[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O,611.74,2.72,118.21,3.0,6.0,5.0,0
CN(C)c1ccc(C(O)(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc1,389.54,4.17,29.95,1.0,4.0,6.0,0
Cc1ccc2c(c1)c1c(n2CCc2ccccc2)CCN(C)C1,304.44,4.18,8.17,0.0,2.0,3.0,0
Cc1ccc2c(c1)c1c(n2CCc2ccc(C)nc2)CCN(C)C1,319.45,3.88,21.06,0.0,3.0,3.0,0
[N-]=[N+]=N[C@H]1C[C@H](n2ccc(=O)[nH]c2=O)O[C@@H]1CO,253.22,-0.5,133.08,2.0,6.0,3.0,0
NC(=O)NC1NC(=O)NC1=O,158.12,-2.18,113.32,4.0,3.0,1.0,0
C[C@H]1CC(CN)(CC(=O)O)C[C@@H]1C,185.27,1.47,63.32,2.0,2.0,3.0,0
Cc1ncc(CO)c(CN)c1O,168.2,0.05,79.37,3.0,4.0,2.0,0
O=[N+]([O-])c1ccc(S(=O)(=O)Nc2nccs2)cc1,285.31,1.85,102.2,1.0,6.0,4.0,0
C=C1[C@H](O)CC(=C/C=C2\CCC[C@]3(C)[C@@H]([C@@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@H]1O,416.65,5.7,60.69,3.0,3.0,6.0,0
O=C(NO)c1cnc(N2CCN(S(=O)(=O)c3ccc4ccccc4c3)CC2)nc1,413.46,1.26,115.73,2.0,7.0,4.0,0
O=C1O[C@]2(CC[C@H](C(=O)Nc3ccn(-c4ccccc4F)n3)CC2)c2cnccc21,406.42,3.6,86.11,1.0,6.0,3.0,0
CCCCC[C@H](O)/C=C/C=C\C/C=C\C/C=C\CCCC(=O)O,320.47,5.19,57.53,2.0,2.0,14.0,0
Nc1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]2O)c(=O)n1,323.2,-2.45,177.36,5.0,9.0,4.0,0
CCOC(=O)c1c(N)sc2c1CCN(Cc1ccccc1)C2,316.43,3.07,55.56,1.0,5.0,4.0,0
O=C(O)CCc1nc2ccccc2[nH]1,190.2,1.58,65.98,2.0,2.0,3.0,0
CCCCNc1ccc(C(=O)OCCN(CC)CC)cc1.Cl,292.42,3.4,41.57,1.0,4.0,10.0,0
Clc1ccc([C@]23CNC[C@H]2C3)cc1Cl,228.12,2.85,12.03,1.0,1.0,1.0,0
CCCN1CCC(c2cccc(S(C)(=O)=O)c2)CC1,281.42,2.68,37.38,0.0,3.0,4.0,0
CN(C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,615.74,3.02,128.29,2.0,10.0,7.0,0
C#CCOc1ccc2c(c1)c(-c1ccc(C(C)C)cc1)nc(=O)n2Cc1ccc(OC)c(OCC)c1,482.58,5.65,62.58,0.0,6.0,9.0,0
C=CCSCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,383.9,0.94,118.36,3.0,6.0,5.0,0
C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,439.47,3.47,88.65,3.0,6.0,1.0,0
CCCOCCn1c(=O)c(N2CCN(CCO)CC2)nc2cnc(-c3ccc(OC)nc3)cc21,468.56,1.4,105.84,1.0,10.0,10.0,0
COc1ccc(/C(C)=N/OC(N)=O)cc1OC1CCCC1,292.34,2.84,83.14,1.0,5.0,5.0,0
CCCOc1cc([C@]2(C)CNC(=O)O2)ccc1OC,265.31,2.44,56.79,1.0,4.0,5.0,0
OC1CCC(Nc2nc(-c3ccccc3)nc3[nH]ccc23)CC1,308.39,3.34,73.83,3.0,4.0,3.0,0
N[C@@H](CSSC[C@H](N)C(=O)O)C(=O)O,240.31,-0.81,126.64,4.0,6.0,7.0,0
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N(CC(=O)O)C1Cc2ccccc2C1,452.55,2.61,95.94,2.0,5.0,11.0,0
CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1,398.42,1.39,134.81,3.0,6.0,7.0,0
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3cc4c(O)cc(O)cc4[o+]c3-c3ccc(O)c(O)c3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O.[Cl-],595.53,-0.77,250.52,10.0,14.0,6.0,0
Cc1oc(-c2ccccc2)nc1COc1ccc(CO/N=C(\CCC(=O)O)c2ccccc2)cc1,470.53,6.01,94.15,1.0,6.0,11.0,0
O=C(O)Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1,329.81,4.76,50.19,1.0,3.0,4.0,0
COc1cc2c(cc1OC)[C@@H]1C[C@H](N)[C@@H](N3C[C@@H](CF)CC3=O)CN1CC2,377.46,1.52,68.03,1.0,5.0,4.0,0
CC#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,310.44,4.0,40.46,2.0,2.0,0.0,0
O=C1/C(=C2\Nc3ccccc3C2=O)Nc2ccccc21,262.27,2.81,58.2,2.0,4.0,0.0,0
CC1=C(C(=O)N2CCC[C@H]2c2ccc(F)cc2)[C@@H](c2ccc(Cl)c(Cl)c2)n2nccc2N1,471.36,5.98,50.16,1.0,4.0,3.0,0
Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@@H](CCCNC(=O)c4ccccc4C(=O)O)C(=O)O)cc3)cnc2n1,573.57,1.29,248.43,7.0,11.0,12.0,0
O=C(CC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2ccccc2)CC1,460.62,6.14,23.55,0.0,2.0,7.0,0
C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)NO)cc23)c1,434.5,4.2,105.6,3.0,7.0,11.0,0
COc1ccc(NC(=O)Nc2ccc(F)cc2F)cc1-c1c(Br)cnn1C,437.24,4.78,68.18,2.0,4.0,4.0,0
CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,467.93,5.1,90.28,2.0,6.0,8.0,0
CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)[C@@H](C)C[C@@]3(CO3)C(=O)[C@H](C)[C@@H](O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1O,687.87,1.91,165.98,3.0,13.0,6.0,0
O=C1C[C@@H]2OCC=C3CN4CC[C@]56c7ccccc7N1[C@H]5[C@H]2[C@H]3C[C@H]46.O=[N+]([O-])O,334.42,2.09,32.78,0.0,3.0,0.0,0
NCCO[N+](=O)[O-],106.08,-0.85,78.39,1.0,4.0,3.0,0
CCOC(=O)[C@@H]1C2CCC(C[C@@H]1OC(=O)c1ccccc1)N2C,317.39,2.26,55.84,0.0,5.0,4.0,0
