MolecularWeight,LogP,TPSA,HBD,HBA,RotatableBonds,Suitability
302.29,1.99,109.58,3.0,5.0,4.0,0
401.44,2.37,83.8,2.0,6.0,4.0,1
99.09,-0.58,46.17,1.0,2.0,0.0,0
556.79,6.76,59.08,0.0,4.0,15.0,1
135.21,1.58,26.02,1.0,1.0,2.0,1
387.72,5.86,27.05,0.0,4.0,6.0,1
331.37,2.08,91.18,4.0,6.0,6.0,1
395.42,-0.17,158.21,4.0,9.0,5.0,1
523.96,3.09,142.16,4.0,8.0,5.0,0
555.52,7.13,45.59,1.0,4.0,8.0,1
390.52,3.58,86.99,3.0,4.0,10.0,1
242.19,-0.11,135.2,2.0,6.0,5.0,0
137.14,0.97,63.32,2.0,2.0,1.0,0
165.19,1.45,52.32,1.0,3.0,2.0,0
344.58,5.62,49.69,2.0,3.0,20.0,0
235.07,-1.66,161.31,6.0,4.0,4.0,1
370.49,4.19,60.44,0.0,4.0,2.0,0
76.1,-0.64,40.46,2.0,2.0,1.0,0
327.47,3.37,43.7,2.0,3.0,2.0,1
450.92,1.61,108.61,4.0,7.0,6.0,1
397.43,2.42,104.04,3.0,6.0,8.0,0
194.18,-3.18,110.38,5.0,6.0,1.0,0
308.39,3.34,73.83,3.0,4.0,3.0,0
324.4,3.81,36.26,0.0,3.0,5.0,1
213.28,0.55,80.36,3.0,3.0,2.0,1
172.27,1.7,40.46,2.0,2.0,1.0,0
305.07,1.11,66.4,2.0,2.0,3.0,1
333.47,3.4,38.77,0.0,4.0,10.0,1
410.57,2.87,51.35,0.0,7.0,11.0,0
378.9,5.65,29.46,1.0,2.0,8.0,1
397.43,2.9,111.88,3.0,7.0,7.0,0
240.35,3.17,16.13,0.0,2.0,5.0,1
444.54,5.4,42.78,0.0,4.0,4.0,0
392.88,1.9,94.83,3.0,5.0,2.0,0
584.66,-1.51,206.6,8.0,12.0,4.0,0
281.36,2.84,47.86,2.0,4.0,4.0,0
310.39,4.45,43.37,0.0,3.0,5.0,1
284.37,1.48,97.97,2.0,6.0,4.0,0
416.51,2.37,100.9,2.0,6.0,3.0,1
450.32,1.51,152.79,2.0,9.0,6.0,1
341.45,3.24,58.56,2.0,4.0,11.0,1
468.59,6.2,93.06,2.0,4.0,10.0,0
300.81,3.95,15.6,0.0,2.0,1.0,0
252.27,-0.85,95.32,3.0,5.0,2.0,0
245.33,2.35,73.1,2.0,3.0,2.0,1
309.39,3.69,31.92,1.0,2.0,4.0,0
192.26,1.59,55.12,2.0,2.0,2.0,1
515.62,4.93,72.16,1.0,6.0,5.0,0
454.61,5.09,63.95,0.0,6.0,13.0,1
464.83,5.55,92.35,3.0,4.0,5.0,1
214.18,0.2,113.28,1.0,6.0,4.0,0
754.91,0.62,214.06,7.0,14.0,6.0,0
302.46,4.27,37.3,1.0,2.0,0.0,1
245.37,3.44,20.31,0.0,2.0,5.0,1
448.89,5.87,76.14,2.0,5.0,7.0,0
570.65,5.91,77.73,1.0,6.0,3.0,1
374.91,3.06,35.94,1.0,4.0,8.0,1
464.55,4.18,109.42,3.0,6.0,6.0,0
441.55,3.66,98.74,3.0,5.0,7.0,0
233.31,2.09,38.33,1.0,3.0,3.0,1
321.38,1.81,114.5,3.0,5.0,9.0,0
578.6,6.79,39.68,0.0,4.0,5.0,1
358.4,2.46,76.8,0.0,7.0,2.0,1
389.39,0.97,123.04,2.0,8.0,5.0,1
517.78,5.25,66.84,1.0,6.0,5.0,1
624.61,3.66,185.1,2.0,10.0,11.0,0
268.27,-2.71,98.82,2.0,6.0,3.0,1
340.46,4.06,43.37,0.0,3.0,1.0,1
533.64,4.5,61.8,0.0,6.0,6.0,0
339.35,2.44,83.76,0.0,5.0,4.0,0
354.37,-1.44,171.37,4.0,10.0,8.0,1
473.41,7.49,42.21,1.0,4.0,4.0,1
452.82,2.35,101.8,2.0,7.0,8.0,0
498.61,0.9,133.83,2.0,11.0,5.0,0
361.37,1.54,75.01,1.0,6.0,2.0,1
180.16,-3.22,110.38,5.0,6.0,1.0,1
192.26,2.51,37.3,1.0,1.0,4.0,1
275.09,1.27,61.9,3.0,1.0,2.0,1
265.25,-1.53,130.24,2.0,5.0,3.0,1
297.27,-1.97,148.77,4.0,10.0,3.0,1
296.44,4.24,6.48,0.0,3.0,2.0,1
324.34,-0.8,151.14,3.0,9.0,7.0,1
548.59,-3.07,235.84,7.0,11.0,15.0,0
211.26,1.13,72.72,4.0,4.0,4.0,1
824.97,3.52,171.17,3.0,12.0,8.0,1
401.44,2.37,83.8,2.0,6.0,4.0,1
408.52,2.34,99.88,2.0,6.0,11.0,1
641.3,7.77,50.6,0.0,6.0,14.0,0
467.65,4.41,62.16,2.0,5.0,4.0,1
267.68,1.16,95.92,1.0,6.0,4.0,1
349.41,0.32,112.73,3.0,5.0,4.0,1
328.42,2.96,40.16,0.0,5.0,2.0,0
294.39,2.56,64.79,1.0,5.0,9.0,1
434.9,3.08,87.9,2.0,4.0,6.0,0
338.74,3.36,71.06,0.0,6.0,4.0,0
274.32,3.85,45.15,2.0,4.0,2.0,1
297.19,4.13,27.05,0.0,3.0,6.0,0
240.31,2.82,56.73,1.0,4.0,2.0,1
269.35,1.91,49.74,1.0,4.0,5.0,1
236.14,-1.06,123.2,0.0,8.0,4.0,1
377.27,3.94,49.41,1.0,3.0,6.0,0
293.44,3.08,28.6,0.0,5.0,7.0,1
367.88,2.09,76.82,2.0,5.0,6.0,1
306.36,1.05,58.62,0.0,6.0,8.0,0
371.11,-0.98,110.6,3.0,7.0,2.0,0
349.39,4.44,58.68,0.0,4.0,3.0,1
401.47,2.85,73.02,0.0,6.0,6.0,0
275.2,3.15,87.9,0.0,6.0,7.0,0
437.45,2.63,140.09,2.0,7.0,7.0,1
325.5,5.34,23.47,1.0,2.0,7.0,1
243.33,1.66,55.68,1.0,3.0,4.0,0
506.61,4.94,75.0,1.0,8.0,7.0,1
415.5,-0.32,93.42,1.0,6.0,6.0,1
260.38,2.85,44.62,2.0,3.0,2.0,1
242.63,-1.38,108.17,1.0,7.0,3.0,0
853.92,3.74,221.29,4.0,14.0,10.0,1
345.42,2.9,83.09,1.0,5.0,5.0,1
438.49,2.43,94.22,2.0,6.0,3.0,0
453.46,-0.54,184.51,4.0,10.0,8.0,1
263.34,1.92,49.77,1.0,4.0,3.0,0
334.16,2.09,133.52,4.0,4.0,4.0,1
356.33,2.11,140.32,4.0,4.0,5.0,0
435.23,2.1,146.52,2.0,8.0,4.0,1
325.41,4.23,31.35,0.0,3.0,2.0,0
387.53,-1.31,178.38,8.0,6.0,17.0,0
275.35,1.89,49.77,1.0,4.0,3.0,0
362.45,5.1,41.05,1.0,4.0,3.0,0
435.27,5.33,92.41,1.0,6.0,4.0,0
454.87,5.64,107.74,2.0,7.0,6.0,1
473.57,1.1,146.35,4.0,7.0,10.0,1
270.35,1.78,75.27,2.0,3.0,5.0,1
249.35,2.55,43.7,2.0,3.0,3.0,0
281.36,2.84,47.86,2.0,4.0,4.0,1
133.41,2.38,0.0,0.0,0.0,0.0,1
116.12,0.14,43.37,0.0,3.0,2.0,0
429.56,4.6,57.23,0.0,6.0,13.0,0
167.21,0.77,66.48,3.0,3.0,2.0,1
666.72,4.7,144.08,1.0,12.0,9.0,0
146.21,0.26,26.3,0.0,2.0,3.0,1
259.39,3.55,20.31,0.0,2.0,5.0,0
239.94,0.35,139.59,3.0,6.0,0.0,0
369.51,4.71,58.89,1.0,4.0,2.0,1
395.46,2.55,71.11,1.0,5.0,4.0,0
313.79,1.08,72.0,1.0,5.0,6.0,1
531.44,4.21,69.06,0.0,7.0,7.0,1
492.0,2.86,79.39,0.0,7.0,6.0,0
404.5,2.35,100.9,2.0,6.0,3.0,1
281.42,3.22,38.25,0.0,5.0,7.0,1
286.24,2.28,111.13,4.0,6.0,1.0,0
434.5,2.27,93.06,2.0,6.0,2.0,1
253.28,1.43,90.12,3.0,5.0,2.0,0
186.26,2.8,17.82,0.0,2.0,2.0,0
443.64,3.47,43.86,0.0,5.0,5.0,1
488.61,2.07,112.9,1.0,8.0,8.0,1
255.32,1.9,29.76,0.0,4.0,1.0,0
946.14,5.61,186.36,5.0,13.0,13.0,0
146.14,1.79,30.21,0.0,2.0,0.0,1
290.27,1.55,110.38,5.0,6.0,1.0,0
329.87,4.93,12.47,0.0,2.0,6.0,0
434.55,2.22,99.38,4.0,7.0,7.0,0
376.97,6.18,24.83,0.0,3.0,8.0,0
443.31,3.39,97.62,2.0,7.0,5.0,1
385.49,2.98,72.47,1.0,5.0,9.0,0
392.58,4.48,77.76,3.0,3.0,4.0,1
305.42,3.79,58.56,2.0,3.0,9.0,1
223.27,1.88,49.77,1.0,3.0,4.0,0
282.45,3.52,26.3,0.0,2.0,6.0,1
594.67,-0.59,182.48,2.0,11.0,7.0,0
420.51,2.02,145.44,8.0,8.0,13.0,0
606.78,8.68,63.52,2.0,3.0,14.0,1
530.66,6.05,78.9,0.0,6.0,17.0,1
255.1,4.49,29.46,1.0,2.0,2.0,0
341.84,4.41,37.61,0.0,3.0,5.0,0
293.41,2.97,30.93,0.0,4.0,9.0,1
359.4,2.28,74.57,2.0,5.0,3.0,1
345.42,2.9,83.09,1.0,5.0,5.0,1
372.45,2.07,77.33,1.0,9.0,8.0,0
387.89,4.0,35.91,0.0,3.0,6.0,1
887.06,1.34,300.89,11.0,9.0,23.0,0
804.88,-2.94,294.98,11.0,18.0,9.0,0
495.54,3.07,97.05,3.0,6.0,13.0,1
322.5,4.39,6.48,0.0,2.0,8.0,0
333.48,4.52,12.47,0.0,2.0,2.0,0
337.25,2.77,49.84,2.0,3.0,4.0,0
252.27,2.86,43.37,0.0,3.0,2.0,1
222.31,0.64,104.24,3.0,4.0,7.0,0
266.34,1.38,70.59,3.0,4.0,7.0,1
481.08,4.77,52.81,1.0,4.0,6.0,0
176.0,-0.7,115.06,4.0,2.0,2.0,0
138.17,0.4,43.6,0.0,4.0,0.0,0
380.53,4.2,49.69,2.0,3.0,2.0,0
258.23,-2.82,156.85,5.0,8.0,3.0,0
370.45,1.25,103.86,3.0,5.0,3.0,1
307.43,2.39,50.72,2.0,4.0,11.0,1
452.46,1.93,108.25,2.0,9.0,8.0,0
401.89,2.55,89.69,1.0,6.0,6.0,0
347.42,0.31,62.32,0.0,5.0,4.0,0
405.44,2.36,70.95,3.0,5.0,6.0,1
144.21,2.29,37.3,1.0,1.0,5.0,1
340.16,3.71,75.63,2.0,3.0,5.0,0
210.28,2.38,24.39,1.0,2.0,2.0,1
629.65,5.6,220.09,5.0,10.0,7.0,0
254.38,3.47,34.14,0.0,4.0,4.0,0
432.52,2.28,72.86,1.0,8.0,10.0,0
255.36,3.72,21.26,1.0,2.0,6.0,1
400.54,3.92,55.57,0.0,5.0,5.0,0
393.49,3.97,44.7,1.0,4.0,4.0,0
254.28,3.4,54.37,1.0,2.0,5.0,0
293.41,3.77,58.56,2.0,3.0,10.0,0
444.52,2.97,90.15,4.0,6.0,5.0,1
214.31,2.59,19.03,1.0,1.0,1.0,0
314.39,1.9,70.51,2.0,6.0,5.0,0
323.37,2.98,56.92,3.0,2.0,3.0,1
440.95,4.63,40.51,1.0,3.0,5.0,1
397.47,5.12,59.04,0.0,6.0,9.0,0
421.09,5.29,39.19,0.0,3.0,2.0,0
249.27,2.53,76.24,2.0,4.0,4.0,0
285.27,3.82,63.33,1.0,3.0,3.0,0
881.12,5.95,158.46,4.0,12.0,15.0,0
179.2,1.58,49.33,2.0,2.0,5.0,0
929.16,8.07,126.44,0.0,12.0,24.0,1
330.75,1.89,122.63,3.0,5.0,5.0,1
252.27,1.77,58.2,2.0,2.0,2.0,1
435.5,4.16,94.91,2.0,3.0,9.0,0
285.34,1.63,49.77,1.0,4.0,0.0,1
317.48,5.77,3.24,0.0,1.0,4.0,1
248.33,1.91,57.28,3.0,3.0,6.0,1
528.95,9.15,23.47,1.0,2.0,10.0,1
540.64,2.9,138.68,2.0,7.0,8.0,0
357.35,0.99,102.48,0.0,7.0,1.0,0
544.7,4.1,117.82,1.0,6.0,9.0,1
225.16,0.97,98.18,0.0,6.0,3.0,1
354.49,3.04,97.99,4.0,4.0,12.0,1
456.58,3.21,60.47,0.0,6.0,11.0,0
597.76,4.84,108.21,2.0,6.0,10.0,1
898.05,3.91,218.19,1.0,18.0,14.0,0
262.35,2.21,57.28,3.0,3.0,6.0,0
414.53,3.37,59.08,0.0,6.0,6.0,1
203.33,3.46,12.03,1.0,1.0,3.0,0
520.62,3.42,119.31,1.0,9.0,11.0,1
308.38,3.79,40.62,0.0,2.0,5.0,1
460.44,-1.24,201.85,7.0,10.0,2.0,1
405.44,2.36,70.95,3.0,5.0,6.0,1
194.27,3.22,40.46,2.0,2.0,5.0,0
305.5,3.2,33.12,1.0,2.0,0.0,1
498.57,5.16,119.36,2.0,7.0,13.0,0
131.18,0.44,63.32,2.0,2.0,3.0,0
450.56,3.2,82.61,1.0,5.0,6.0,1
524.62,4.96,122.49,4.0,6.0,11.0,0
359.44,4.28,39.72,1.0,4.0,12.0,1
323.82,2.14,67.59,2.0,4.0,3.0,0
296.37,1.21,72.94,2.0,4.0,1.0,0
371.42,3.34,100.55,3.0,6.0,6.0,0
528.47,4.25,120.03,2.0,9.0,6.0,0
351.4,4.49,57.53,0.0,5.0,4.0,0
373.45,3.89,46.61,0.0,5.0,5.0,1
373.43,3.02,86.47,2.0,5.0,8.0,0
613.96,3.16,83.63,2.0,3.0,4.0,1
554.59,-1.2,215.22,4.0,15.0,8.0,1
612.63,3.63,200.01,5.0,11.0,8.0,1
270.76,2.42,55.56,1.0,4.0,6.0,1
611.74,6.48,111.01,1.0,8.0,12.0,0
168.2,0.05,79.37,3.0,4.0,2.0,0
393.85,3.14,88.56,2.0,5.0,3.0,1
283.28,2.65,93.81,4.0,5.0,2.0,0
186.25,2.88,35.53,0.0,3.0,2.0,0
183.68,2.62,26.02,1.0,1.0,2.0,1
283.47,3.24,29.02,0.0,5.0,5.0,0
358.44,2.69,79.82,3.0,5.0,9.0,0
266.34,0.45,84.58,3.0,4.0,8.0,1
215.29,1.42,69.39,1.0,4.0,9.0,1
496.47,-1.29,169.0,3.0,12.0,11.0,0
239.31,1.31,72.72,4.0,4.0,4.0,1
253.28,1.37,98.22,2.0,5.0,3.0,1
360.65,7.74,0.0,0.0,0.0,17.0,0
309.45,4.29,20.31,0.0,2.0,7.0,0
393.44,1.26,124.09,2.0,5.0,5.0,1
775.97,2.36,199.98,4.0,15.0,8.0,0
411.59,5.38,49.77,1.0,4.0,10.0,1
199.16,-1.1,87.07,2.0,4.0,2.0,1
502.75,8.24,0.0,0.0,0.0,9.0,1
237.73,2.9,29.1,1.0,2.0,2.0,1
372.54,4.46,9.49,0.0,2.0,4.0,1
363.41,1.7,65.78,1.0,6.0,2.0,0
620.74,2.3,175.4,2.0,14.0,9.0,1
236.31,1.77,55.56,1.0,4.0,6.0,1
635.96,5.02,66.76,2.0,3.0,5.0,0
290.4,4.47,35.53,0.0,3.0,9.0,1
191.27,2.48,20.31,0.0,1.0,3.0,0
392.52,3.77,46.53,1.0,3.0,4.0,1
298.39,3.06,57.28,3.0,3.0,6.0,0
325.37,2.11,109.17,2.0,7.0,4.0,0
259.26,0.88,79.79,2.0,4.0,1.0,0
609.74,6.7,80.62,2.0,7.0,2.0,1
484.14,-2.66,283.31,7.0,13.0,9.0,0
339.48,4.28,29.54,0.0,3.0,8.0,1
215.18,0.19,103.78,4.0,4.0,3.0,1
444.44,-0.35,181.62,6.0,9.0,2.0,1
457.61,6.26,30.93,0.0,4.0,7.0,0
231.22,2.37,21.26,1.0,2.0,1.0,1
372.42,4.03,71.44,1.0,3.0,4.0,0
290.45,3.96,37.3,1.0,2.0,0.0,0
224.26,1.11,75.27,2.0,3.0,3.0,1
136.24,3.48,0.0,0.0,0.0,4.0,0
354.37,-1.44,171.37,4.0,10.0,8.0,1
162.15,1.44,59.15,1.0,4.0,1.0,0
225.29,1.52,72.72,4.0,4.0,3.0,0
606.72,6.87,61.86,0.0,8.0,2.0,0
280.45,5.88,37.3,1.0,1.0,14.0,0
293.43,4.68,3.24,0.0,2.0,0.0,0
376.45,2.0,76.15,0.0,6.0,7.0,1
416.65,5.7,60.69,3.0,3.0,6.0,1
593.8,4.3,159.54,5.0,8.0,16.0,0
198.27,2.7,38.91,1.0,2.0,0.0,1
199.32,1.56,12.47,0.0,3.0,0.0,1
451.5,2.8,120.39,2.0,8.0,11.0,0
562.72,5.03,92.29,1.0,8.0,10.0,0
342.78,3.25,82.19,3.0,2.0,5.0,0
410.6,4.85,60.69,3.0,3.0,3.0,0
332.53,4.99,37.3,1.0,2.0,1.0,1
285.43,3.88,23.47,1.0,2.0,2.0,1
272.34,4.12,35.53,0.0,3.0,5.0,0
281.44,4.99,12.03,1.0,1.0,5.0,1
220.32,2.32,41.13,2.0,2.0,5.0,1
280.29,1.36,113.43,2.0,6.0,3.0,0
228.25,2.03,55.12,1.0,3.0,4.0,1
596.09,8.48,49.77,1.0,3.0,13.0,0
357.34,3.13,85.47,2.0,5.0,3.0,0
444.44,-0.35,181.62,6.0,9.0,2.0,1
417.35,3.6,51.37,2.0,2.0,3.0,0
473.45,-0.73,219.84,7.0,9.0,10.0,1
326.44,5.12,54.37,1.0,3.0,2.0,0
299.36,3.95,63.25,2.0,4.0,3.0,0
274.75,2.64,42.21,1.0,4.0,1.0,0
384.48,2.57,74.24,1.0,5.0,6.0,0
318.33,3.99,74.6,2.0,3.0,4.0,0
323.13,0.91,112.7,3.0,5.0,6.0,1
478.89,0.44,181.62,6.0,9.0,2.0,1
253.26,3.12,63.33,1.0,3.0,3.0,0
280.4,4.46,24.92,1.0,3.0,5.0,0
312.48,5.02,6.48,0.0,3.0,5.0,1
444.44,-0.21,181.62,6.0,9.0,2.0,0
351.39,2.83,73.79,0.0,7.0,5.0,0
202.3,2.42,38.91,1.0,2.0,0.0,0
361.37,1.54,75.01,1.0,6.0,2.0,1
141.08,-0.25,63.32,2.0,2.0,3.0,0
702.9,4.69,196.82,2.0,14.0,19.0,0
309.33,4.44,21.26,1.0,2.0,6.0,1
208.26,1.16,44.12,0.0,4.0,3.0,1
462.59,3.74,72.96,1.0,3.0,4.0,0
391.2,2.97,72.19,1.0,4.0,4.0,0
340.43,2.88,118.2,4.0,4.0,10.0,1
234.08,2.16,40.54,1.0,2.0,2.0,0
355.87,5.18,48.39,2.0,4.0,6.0,1
294.4,3.51,40.18,1.0,3.0,5.0,0
391.52,3.93,62.3,1.0,3.0,8.0,0
322.15,-0.12,152.59,5.0,5.0,4.0,1
223.27,1.27,72.72,4.0,4.0,2.0,0
318.5,4.6,37.3,1.0,2.0,1.0,0
474.57,1.84,144.9,6.0,4.0,10.0,1
446.51,3.66,129.81,3.0,7.0,8.0,0
461.38,4.54,73.86,1.0,5.0,7.0,0
269.25,-0.76,119.25,5.0,6.0,3.0,0
181.21,-0.6,83.47,2.0,3.0,4.0,1
292.31,2.88,75.21,2.0,3.0,6.0,1
356.44,1.67,66.76,2.0,4.0,2.0,1
610.52,-1.69,269.43,10.0,16.0,6.0,0
296.33,3.06,72.63,1.0,3.0,1.0,1
438.01,5.85,32.7,1.0,3.0,10.0,1
242.32,3.41,58.88,2.0,2.0,3.0,0
371.03,4.17,49.33,2.0,2.0,2.0,1
408.58,3.45,97.99,4.0,4.0,4.0,1
299.81,3.69,42.82,1.0,2.0,1.0,0
312.45,4.5,34.14,0.0,2.0,1.0,1
408.55,1.94,86.71,3.0,5.0,5.0,0
430.6,3.69,73.36,1.0,4.0,7.0,0
343.9,5.1,12.47,0.0,2.0,6.0,1
414.35,3.44,59.59,2.0,4.0,7.0,1
243.22,-2.56,130.83,4.0,8.0,2.0,0
638.46,0.2,280.84,8.0,12.0,17.0,0
375.56,5.04,40.54,1.0,4.0,6.0,1
178.15,-0.8,87.78,1.0,5.0,1.0,0
484.5,-7.29,282.61,11.0,15.0,6.0,1
387.48,2.72,88.61,2.0,6.0,7.0,0
457.69,3.53,88.41,3.0,6.0,6.0,1
323.37,2.98,56.92,3.0,2.0,3.0,1
249.36,3.43,12.03,1.0,1.0,2.0,0
313.4,2.98,58.56,2.0,4.0,8.0,0
461.47,-0.89,149.15,5.0,9.0,3.0,0
250.29,2.87,19.03,1.0,1.0,1.0,0
402.88,3.54,94.58,4.0,4.0,9.0,0
290.38,2.03,46.53,1.0,3.0,3.0,1
237.22,-1.2,133.46,4.0,7.0,2.0,0
458.55,2.91,109.5,2.0,7.0,2.0,0
369.87,1.61,92.5,2.0,4.0,3.0,0
360.65,7.74,0.0,0.0,0.0,17.0,0
379.46,2.9,92.79,2.0,6.0,9.0,0
487.4,3.88,72.83,1.0,5.0,2.0,0
350.5,5.06,40.46,2.0,2.0,3.0,0
407.99,3.59,66.64,1.0,3.0,9.0,0
517.56,-0.24,156.43,3.0,7.0,6.0,1
313.4,1.74,77.84,3.0,5.0,4.0,0
697.95,5.2,125.38,2.0,11.0,8.0,0
588.56,1.34,160.83,3.0,13.0,5.0,1
412.43,0.57,115.06,4.0,6.0,2.0,0
392.5,2.39,68.17,2.0,5.0,8.0,0
330.47,4.31,43.37,0.0,3.0,1.0,0
46.07,0.0,20.23,1.0,1.0,0.0,1
266.39,3.53,15.27,1.0,2.0,4.0,1
615.78,6.16,94.72,2.0,9.0,7.0,0
353.4,1.21,156.44,3.0,8.0,5.0,1
638.66,7.1,87.38,1.0,7.0,7.0,0
462.51,-0.23,150.54,3.0,10.0,7.0,0
542.58,-0.92,204.91,4.0,12.0,9.0,1
483.47,0.63,176.61,5.0,10.0,3.0,0
286.34,1.09,101.88,3.0,7.0,4.0,1
394.84,3.22,96.27,1.0,5.0,3.0,0
311.36,0.77,84.54,1.0,6.0,4.0,1
557.84,5.97,55.84,0.0,5.0,4.0,1
656.87,2.52,191.69,7.0,8.0,18.0,0
255.12,-1.79,161.23,5.0,4.0,6.0,0
489.66,4.79,70.98,3.0,5.0,10.0,1
484.97,4.05,80.67,1.0,5.0,4.0,1
255.27,2.13,80.39,2.0,3.0,4.0,0
118.09,-0.06,74.6,2.0,2.0,3.0,0
232.24,1.66,64.35,1.0,4.0,5.0,0
448.45,3.66,97.12,3.0,8.0,5.0,0
454.5,2.01,113.01,2.0,6.0,6.0,0
254.76,2.98,41.13,2.0,2.0,6.0,0
351.02,5.26,49.33,2.0,2.0,2.0,1
270.76,3.63,15.6,0.0,2.0,1.0,0
361.44,0.38,98.74,3.0,4.0,5.0,0
299.37,1.5,41.93,1.0,4.0,1.0,1
469.57,5.31,64.85,0.0,5.0,7.0,0
285.35,1.94,73.91,2.0,4.0,3.0,1
255.27,2.97,59.42,1.0,3.0,2.0,0
219.37,3.57,12.03,1.0,1.0,7.0,0
586.69,4.09,114.2,1.0,9.0,4.0,1
308.42,2.95,64.79,1.0,5.0,10.0,1
501.67,5.51,81.0,3.0,4.0,10.0,1
447.89,4.28,88.76,2.0,5.0,7.0,1
215.34,2.09,49.33,2.0,2.0,8.0,0
122.12,1.38,37.3,1.0,1.0,1.0,0
165.24,1.33,32.26,2.0,2.0,3.0,1
337.34,-1.36,134.78,4.0,10.0,4.0,0
185.27,0.57,97.78,5.0,2.0,5.0,1
249.1,-1.27,161.31,6.0,4.0,5.0,1
114.15,-0.32,57.53,2.0,2.0,0.0,1
371.28,2.68,50.8,1.0,4.0,6.0,1
287.36,1.92,57.36,2.0,3.0,5.0,1
303.41,4.89,39.12,2.0,1.0,3.0,0
369.49,3.56,54.45,0.0,3.0,5.0,0
191.26,1.97,64.93,2.0,4.0,1.0,0
743.98,3.67,165.84,4.0,13.0,8.0,0
454.53,1.03,119.1,3.0,9.0,9.0,0
500.16,-1.13,244.14,6.0,11.0,8.0,0
150.09,-2.12,115.06,4.0,4.0,3.0,1
290.79,3.4,25.36,0.0,3.0,6.0,1
402.49,2.13,100.9,2.0,6.0,3.0,1
265.36,0.61,75.91,2.0,5.0,4.0,0
410.42,3.74,77.0,1.0,5.0,6.0,1
303.14,3.61,63.6,1.0,3.0,6.0,1
311.86,5.06,3.24,0.0,1.0,5.0,0
539.58,-6.95,283.64,11.0,16.0,6.0,0
353.4,1.21,156.44,3.0,8.0,5.0,1
295.39,2.98,26.79,0.0,3.0,3.0,1
708.9,4.44,145.78,4.0,8.0,14.0,0
333.45,3.93,55.4,1.0,4.0,5.0,0
275.35,2.62,47.56,1.0,3.0,4.0,0
421.33,2.23,123.54,2.0,8.0,13.0,0
194.23,0.65,78.34,2.0,3.0,4.0,1
585.71,5.08,113.85,2.0,10.0,12.0,1
213.24,2.66,89.65,2.0,5.0,2.0,1
194.23,2.35,46.53,1.0,3.0,4.0,0
438.52,2.57,95.94,2.0,5.0,9.0,1
215.18,0.19,103.78,4.0,4.0,3.0,1
437.45,2.63,140.09,2.0,7.0,7.0,1
328.5,4.12,48.91,2.0,2.0,0.0,1
307.39,2.77,48.0,0.0,5.0,8.0,1
76.05,-0.94,57.53,2.0,2.0,1.0,0
494.53,2.94,99.13,1.0,7.0,3.0,1
211.33,1.58,50.94,2.0,4.0,3.0,1
300.83,4.87,15.27,1.0,2.0,4.0,1
262.31,1.31,66.48,1.0,3.0,3.0,1
104.11,-0.16,57.53,2.0,2.0,3.0,1
340.44,2.7,46.53,1.0,3.0,4.0,1
312.42,2.32,50.16,1.0,4.0,2.0,1
511.82,8.05,38.25,0.0,4.0,22.0,1
404.49,1.7,132.8,4.0,6.0,8.0,1
507.74,3.87,109.85,3.0,7.0,5.0,1
334.42,2.09,32.78,0.0,3.0,0.0,0
612.65,0.33,212.76,5.0,13.0,9.0,1
180.16,-3.22,110.38,5.0,6.0,1.0,0
356.56,4.4,6.48,0.0,4.0,2.0,0
454.87,5.64,107.74,2.0,7.0,6.0,1
430.41,5.52,77.0,1.0,6.0,4.0,0
353.33,3.52,110.65,1.0,6.0,5.0,0
334.26,4.12,12.47,0.0,2.0,6.0,1
440.54,4.92,63.49,2.0,4.0,6.0,0
426.59,3.37,56.75,0.0,6.0,6.0,0
147.16,-0.1,66.4,2.0,3.0,1.0,0
785.89,6.16,198.38,5.0,13.0,2.0,1
111.15,-0.09,54.7,2.0,2.0,2.0,1
435.44,-1.17,201.58,4.0,10.0,7.0,1
318.5,4.6,37.3,1.0,2.0,1.0,1
205.26,0.24,97.78,5.0,2.0,3.0,1
303.83,4.63,21.26,1.0,2.0,7.0,0
326.44,3.4,45.59,1.0,4.0,4.0,0
200.28,3.18,28.68,1.0,1.0,2.0,0
236.34,1.89,54.51,1.0,5.0,1.0,0
278.34,1.48,97.97,2.0,5.0,3.0,1
383.41,-0.56,147.21,3.0,9.0,5.0,1
396.52,2.77,100.27,4.0,6.0,9.0,1
264.31,1.17,97.97,2.0,5.0,3.0,1
261.39,2.71,19.37,0.0,4.0,6.0,1
302.35,2.37,64.35,2.0,3.0,7.0,1
350.46,4.15,34.47,0.0,4.0,3.0,0
392.54,3.56,32.78,0.0,3.0,6.0,0
393.51,3.92,26.79,0.0,4.0,5.0,1
278.34,1.48,97.97,2.0,5.0,3.0,1
604.13,4.73,88.83,0.0,8.0,7.0,1
340.42,5.35,37.3,1.0,2.0,4.0,0
476.57,3.09,86.38,2.0,6.0,5.0,1
251.72,1.53,80.0,2.0,5.0,1.0,0
415.57,4.11,81.95,4.0,5.0,16.0,1
382.54,4.26,94.83,3.0,4.0,15.0,0
456.71,7.09,57.53,2.0,2.0,1.0,0
414.47,2.98,103.17,2.0,7.0,6.0,1
457.61,6.26,30.93,0.0,4.0,7.0,0
405.36,0.96,100.87,2.0,6.0,3.0,1
295.36,3.01,46.74,2.0,3.0,2.0,0
552.72,2.7,121.11,3.0,10.0,9.0,1
275.35,1.77,44.81,1.0,4.0,1.0,0
329.49,5.43,12.03,1.0,1.0,8.0,1
