MolecularWeight,LogP,TPSA,HBD,HBA,RotatableBonds,Suitability
184.24,3.21,17.07,0.0,1.0,0.0,0
339.2,-2.58,197.59,6.0,9.0,5.0,0
379.46,3.27,49.96,1.0,5.0,5.0,0
325.45,2.37,59.95,2.0,5.0,12.0,1
372.45,2.65,88.52,2.0,6.0,7.0,0
360.45,1.56,94.83,3.0,5.0,2.0,1
262.22,0.84,90.65,1.0,6.0,2.0,1
318.51,-0.33,88.58,6.0,6.0,17.0,0
449.26,4.7,76.14,2.0,5.0,5.0,0
224.26,2.31,77.76,3.0,3.0,5.0,0
254.29,-0.19,93.81,3.0,5.0,6.0,1
572.56,5.71,77.84,1.0,7.0,6.0,1
411.57,3.49,47.02,1.0,6.0,7.0,1
363.41,2.68,85.2,2.0,6.0,7.0,0
291.73,2.85,59.3,1.0,3.0,4.0,1
331.35,1.58,99.6,2.0,5.0,2.0,1
331.47,3.69,64.63,1.0,4.0,5.0,0
375.87,4.43,40.54,1.0,3.0,6.0,1
543.53,0.0,206.07,6.0,12.0,5.0,1
204.31,-0.29,64.52,4.0,4.0,9.0,1
241.3,2.22,69.62,1.0,5.0,2.0,0
442.4,0.19,195.02,6.0,6.0,13.0,1
499.62,4.51,87.55,2.0,8.0,10.0,1
466.67,6.31,24.3,0.0,4.0,9.0,0
382.89,4.89,42.43,0.0,3.0,1.0,1
390.96,5.56,6.48,0.0,2.0,5.0,1
390.52,3.58,86.99,3.0,4.0,10.0,1
415.53,5.23,30.93,0.0,4.0,7.0,0
342.29,-0.08,176.23,4.0,7.0,8.0,1
414.46,0.25,141.08,3.0,6.0,5.0,0
531.44,4.21,69.06,0.0,7.0,7.0,1
126.0,-0.16,94.83,3.0,2.0,1.0,1
587.19,9.01,64.35,1.0,5.0,9.0,0
444.4,6.99,37.3,1.0,1.0,15.0,0
180.93,2.24,0.0,0.0,0.0,0.0,0
243.17,3.05,0.0,0.0,0.0,3.0,1
302.46,4.13,37.3,1.0,2.0,1.0,0
324.4,2.21,92.34,2.0,4.0,4.0,1
439.31,4.18,69.37,0.0,6.0,4.0,1
281.36,2.84,47.86,2.0,4.0,4.0,1
283.33,2.67,60.05,1.0,4.0,5.0,0
257.31,1.42,74.68,1.0,3.0,5.0,0
291.39,2.18,49.77,1.0,4.0,6.0,1
422.78,6.7,17.82,0.0,2.0,3.0,0
229.38,1.47,66.76,2.0,2.0,2.0,1
414.48,2.48,95.94,2.0,5.0,5.0,1
132.07,-0.89,91.67,2.0,3.0,3.0,0
421.9,3.09,76.82,2.0,5.0,7.0,0
519.57,5.36,110.86,2.0,7.0,5.0,1
355.37,2.55,80.55,2.0,6.0,0.0,1
288.39,2.09,49.41,1.0,3.0,6.0,0
204.23,1.83,57.37,1.0,4.0,2.0,0
272.35,2.35,41.57,1.0,3.0,4.0,0
554.72,6.73,87.03,1.0,4.0,2.0,1
239.27,1.42,45.06,0.0,3.0,1.0,1
310.47,4.63,6.48,0.0,3.0,2.0,1
204.3,2.15,15.6,0.0,3.0,1.0,1
383.9,0.94,118.36,3.0,6.0,5.0,0
375.42,4.71,75.63,2.0,4.0,8.0,1
362.43,2.75,89.26,2.0,3.0,4.0,0
328.41,4.19,66.76,2.0,3.0,6.0,0
285.34,3.0,38.77,0.0,3.0,3.0,0
335.47,2.2,56.41,1.0,3.0,6.0,1
428.61,5.97,60.44,0.0,4.0,6.0,1
288.44,3.9,32.34,1.0,2.0,5.0,1
255.23,-1.97,139.28,4.0,8.0,5.0,1
492.58,4.01,96.93,0.0,8.0,7.0,1
383.47,-0.31,110.18,3.0,6.0,5.0,1
835.94,4.57,202.45,3.0,14.0,10.0,1
684.7,-0.11,223.24,4.0,14.0,11.0,1
300.44,5.6,37.3,1.0,1.0,5.0,1
324.42,3.17,45.59,1.0,4.0,4.0,1
349.48,3.58,70.83,2.0,4.0,7.0,1
434.53,4.6,26.71,1.0,4.0,5.0,0
346.35,2.33,144.06,4.0,8.0,2.0,0
305.16,3.78,41.46,1.0,2.0,1.0,0
339.48,3.36,59.22,1.0,3.0,8.0,1
230.1,2.36,36.42,2.0,3.0,1.0,1
567.8,4.75,101.9,4.0,6.0,9.0,1
543.46,3.94,79.81,0.0,6.0,5.0,0
532.57,4.46,65.77,1.0,6.0,4.0,1
316.43,0.5,79.74,2.0,8.0,6.0,1
501.66,4.22,92.59,1.0,7.0,9.0,0
254.29,3.11,54.37,1.0,2.0,4.0,1
214.25,0.09,89.26,2.0,4.0,2.0,1
250.28,0.86,97.97,2.0,5.0,3.0,1
198.27,2.32,38.91,1.0,2.0,3.0,0
523.46,7.13,12.47,0.0,2.0,8.0,0
484.64,5.1,73.18,0.0,7.0,14.0,0
401.43,1.51,84.66,2.0,4.0,6.0,1
541.55,0.87,166.22,5.0,11.0,2.0,0
426.42,4.47,80.56,2.0,5.0,5.0,1
298.77,3.2,35.83,1.0,3.0,1.0,0
216.19,2.55,52.58,0.0,4.0,1.0,0
509.6,0.69,127.82,3.0,9.0,13.0,1
325.46,2.29,37.19,0.0,5.0,4.0,1
404.42,3.07,115.73,4.0,4.0,7.0,1
314.47,5.85,40.46,2.0,2.0,6.0,1
972.85,-13.05,474.9,18.0,30.0,6.0,0
94.14,-0.34,34.14,0.0,2.0,0.0,0
437.78,7.02,27.05,0.0,4.0,6.0,1
294.39,3.33,37.3,1.0,2.0,0.0,0
437.53,4.31,29.95,1.0,5.0,6.0,1
331.3,0.01,118.36,3.0,5.0,1.0,1
252.35,0.6,88.89,3.0,4.0,5.0,1
268.27,2.44,63.6,1.0,3.0,2.0,0
397.48,4.34,79.9,2.0,5.0,7.0,0
433.5,2.52,94.53,1.0,8.0,9.0,1
521.54,3.37,142.33,3.0,8.0,6.0,0
368.51,3.87,94.83,3.0,4.0,13.0,0
157.1,-0.58,89.1,2.0,4.0,1.0,1
319.75,2.29,64.43,0.0,5.0,2.0,0
425.51,1.98,96.67,1.0,7.0,5.0,1
367.51,4.69,19.37,0.0,3.0,3.0,1
396.45,2.85,118.64,2.0,6.0,4.0,0
369.81,-0.47,135.87,2.0,7.0,2.0,0
270.21,3.0,73.12,2.0,3.0,2.0,1
248.25,1.8,91.14,1.0,5.0,2.0,0
174.2,1.8,32.67,0.0,2.0,1.0,1
319.88,4.81,28.16,1.0,3.0,8.0,1
628.81,4.33,120.0,4.0,5.0,15.0,1
356.46,2.75,74.6,2.0,4.0,2.0,1
702.9,4.98,196.82,2.0,14.0,21.0,0
262.36,2.99,24.39,1.0,2.0,3.0,0
466.41,7.55,57.18,3.0,4.0,5.0,0
597.96,3.74,52.9,1.0,2.0,5.0,1
294.36,2.41,53.92,1.0,3.0,2.0,1
453.54,4.89,94.31,2.0,5.0,7.0,1
166.25,1.28,38.91,1.0,2.0,2.0,1
327.36,0.38,113.68,4.0,5.0,8.0,0
292.31,2.88,75.21,2.0,3.0,6.0,1
259.29,-1.85,121.6,4.0,8.0,2.0,0
273.24,2.43,100.67,2.0,5.0,4.0,0
504.64,-0.02,145.44,4.0,12.0,12.0,1
412.95,3.81,48.47,1.0,5.0,4.0,1
404.43,3.76,141.31,3.0,8.0,6.0,0
237.73,2.9,29.1,1.0,2.0,2.0,1
155.2,0.84,46.17,1.0,2.0,1.0,0
258.4,3.84,57.53,2.0,2.0,10.0,0
302.37,2.58,69.64,2.0,4.0,6.0,0
224.22,-0.71,84.32,2.0,5.0,2.0,1
370.46,2.57,100.72,4.0,6.0,4.0,0
313.4,3.19,39.72,1.0,4.0,6.0,0
259.14,2.76,33.62,1.0,3.0,3.0,1
270.4,3.5,9.23,0.0,1.0,6.0,0
614.41,4.37,129.91,3.0,7.0,7.0,1
547.48,4.33,143.38,2.0,9.0,10.0,0
239.36,3.4,3.24,0.0,1.0,6.0,0
407.32,2.02,77.04,1.0,5.0,4.0,1
326.83,3.72,30.87,1.0,4.0,0.0,1
231.25,1.85,59.23,0.0,4.0,1.0,0
164.2,1.67,34.14,0.0,2.0,1.0,0
335.38,1.67,92.7,2.0,4.0,8.0,0
257.44,2.16,55.76,1.0,4.0,3.0,0
463.58,-3.72,199.73,8.0,12.0,7.0,0
405.43,-0.01,139.03,3.0,7.0,6.0,1
351.12,1.79,87.49,2.0,4.0,1.0,0
346.42,2.08,94.83,3.0,4.0,1.0,0
203.27,2.16,38.67,0.0,4.0,3.0,0
281.27,2.38,84.6,1.0,4.0,2.0,0
822.95,4.34,220.15,6.0,15.0,4.0,1
454.52,-0.64,156.09,2.0,12.0,7.0,1
563.65,5.56,92.89,2.0,6.0,8.0,0
443.64,3.47,43.86,0.0,5.0,5.0,1
460.44,-1.24,201.85,7.0,10.0,2.0,1
464.94,2.0,108.61,4.0,7.0,9.0,1
250.34,3.57,46.53,1.0,2.0,6.0,1
429.56,4.04,74.68,1.0,5.0,7.0,0
447.49,1.04,165.19,4.0,8.0,11.0,0
309.53,-0.46,88.38,3.0,6.0,2.0,0
293.41,3.71,20.31,0.0,2.0,4.0,0
89.09,0.1,52.32,1.0,2.0,1.0,1
310.34,0.88,116.43,2.0,7.0,5.0,1
329.46,2.78,74.68,1.0,4.0,6.0,0
359.35,0.76,122.91,3.0,8.0,6.0,1
337.46,-0.77,175.83,4.0,6.0,7.0,1
810.99,3.99,154.1,3.0,12.0,7.0,1
239.75,3.3,29.1,1.0,2.0,3.0,1
472.45,2.01,141.36,4.0,6.0,4.0,1
375.4,1.98,83.8,2.0,6.0,4.0,1
357.93,5.5,12.47,0.0,2.0,6.0,0
319.49,3.36,59.22,1.0,3.0,9.0,0
422.42,2.44,138.07,2.0,9.0,4.0,1
293.32,4.03,63.33,1.0,3.0,5.0,1
288.44,3.9,32.34,1.0,2.0,5.0,1
245.37,3.16,20.31,0.0,2.0,5.0,0
288.44,3.9,32.34,1.0,2.0,5.0,1
428.6,5.14,29.46,1.0,2.0,8.0,1
418.51,3.49,80.67,1.0,5.0,2.0,1
110.11,1.1,40.46,2.0,2.0,0.0,1
325.45,2.37,59.95,2.0,5.0,12.0,1
325.45,3.77,43.7,2.0,3.0,5.0,0
381.45,3.77,58.1,1.0,4.0,6.0,0
416.52,2.38,95.94,2.0,5.0,9.0,1
370.38,3.52,84.67,2.0,6.0,5.0,0
270.21,3.25,55.13,1.0,3.0,2.0,1
284.43,4.24,6.48,0.0,3.0,3.0,1
288.31,4.32,49.18,2.0,2.0,3.0,0
173.26,1.61,63.32,2.0,2.0,6.0,0
18.02,-0.82,31.5,0.0,0.0,0.0,0
279.38,3.96,12.47,0.0,2.0,3.0,1
742.68,-2.69,297.12,10.0,19.0,15.0,1
290.4,0.27,52.6,0.0,4.0,9.0,1
354.47,1.7,75.71,1.0,5.0,7.0,0
323.42,3.95,50.19,1.0,3.0,1.0,0
377.46,1.52,68.03,1.0,5.0,4.0,0
204.3,2.15,15.6,0.0,3.0,1.0,1
204.31,3.51,17.07,0.0,1.0,2.0,0
182.19,0.07,99.73,2.0,4.0,3.0,1
447.52,3.9,78.79,3.0,4.0,11.0,0
615.4,3.94,107.13,2.0,8.0,5.0,1
313.42,1.13,78.51,2.0,4.0,8.0,0
314.47,5.74,29.46,1.0,2.0,4.0,0
404.32,3.62,102.31,2.0,3.0,4.0,0
124.23,0.21,20.23,3.0,3.0,2.0,1
403.3,1.46,186.76,6.0,9.0,4.0,0
246.19,-1.69,104.55,3.0,6.0,1.0,0
181.19,0.5,69.56,3.0,4.0,3.0,0
306.34,3.42,61.81,0.0,6.0,4.0,0
278.37,3.78,54.37,1.0,2.0,2.0,0
234.34,2.58,32.34,1.0,2.0,5.0,1
508.53,6.72,54.37,1.0,3.0,3.0,0
397.45,3.15,61.71,1.0,5.0,6.0,0
473.38,4.29,108.74,3.0,8.0,6.0,1
374.39,3.37,91.9,2.0,5.0,5.0,0
130.25,1.88,0.0,0.0,0.0,4.0,0
304.54,6.46,3.88,0.0,0.0,15.0,0
292.14,1.76,62.2,2.0,5.0,1.0,1
357.35,3.56,49.77,1.0,3.0,4.0,1
478.51,1.76,127.2,2.0,8.0,4.0,1
156.61,2.66,20.23,1.0,1.0,0.0,0
363.8,3.29,74.72,0.0,6.0,7.0,0
439.47,3.47,88.65,3.0,6.0,1.0,0
362.47,3.27,49.41,1.0,3.0,4.0,0
301.39,2.81,85.29,4.0,3.0,7.0,1
315.42,1.16,90.35,2.0,4.0,2.0,1
254.29,3.11,54.37,1.0,2.0,4.0,1
454.75,4.67,48.22,2.0,4.0,17.0,0
282.45,3.52,26.3,0.0,2.0,6.0,1
370.59,5.89,6.48,0.0,4.0,4.0,1
428.61,4.05,96.22,3.0,6.0,18.0,0
350.44,3.29,80.67,1.0,4.0,2.0,1
526.5,3.15,157.59,4.0,9.0,9.0,0
336.4,0.74,94.4,3.0,3.0,2.0,0
275.26,1.96,87.26,0.0,6.0,5.0,0
360.24,0.6,109.57,2.0,5.0,2.0,1
335.34,1.48,112.74,2.0,6.0,2.0,1
427.42,4.34,38.82,1.0,3.0,5.0,1
365.84,2.71,92.5,2.0,4.0,2.0,1
365.52,3.66,23.55,0.0,1.0,4.0,1
152.24,2.28,20.23,1.0,1.0,2.0,0
431.54,3.32,63.69,1.0,5.0,9.0,1
177.97,-0.81,124.29,4.0,3.0,2.0,0
588.28,3.57,128.22,2.0,8.0,11.0,1
188.27,2.45,41.81,2.0,1.0,3.0,0
211.27,1.8,37.81,1.0,3.0,0.0,1
639.01,5.12,66.4,2.0,2.0,6.0,1
231.26,3.25,12.03,1.0,1.0,4.0,1
300.83,3.92,16.13,0.0,2.0,3.0,0
327.43,2.55,81.18,1.0,6.0,6.0,0
384.44,2.12,80.28,0.0,8.0,6.0,1
171.24,1.37,63.32,2.0,2.0,3.0,1
145.16,-0.53,69.39,1.0,4.0,4.0,1
410.46,1.84,94.83,3.0,5.0,2.0,0
128.56,2.05,20.23,1.0,1.0,0.0,0
354.19,3.91,75.63,2.0,4.0,6.0,0
546.59,-1.3,191.22,3.0,11.0,9.0,1
229.37,3.94,3.24,0.0,1.0,2.0,0
392.47,1.9,94.83,3.0,5.0,2.0,1
323.2,-2.45,177.36,5.0,9.0,4.0,0
957.48,9.55,181.31,4.0,11.0,11.0,0
351.41,1.95,99.6,2.0,6.0,2.0,1
558.56,0.29,193.73,6.0,10.0,4.0,0
398.55,2.5,101.57,2.0,8.0,10.0,0
351.35,1.8,74.57,2.0,5.0,3.0,1
466.41,-2.88,253.9,5.0,12.0,9.0,0
385.51,2.09,69.64,0.0,6.0,6.0,1
345.4,2.65,63.99,1.0,5.0,5.0,1
994.25,-2.19,355.55,12.0,12.0,30.0,0
832.06,9.31,139.08,2.0,8.0,15.0,1
472.59,4.47,67.68,1.0,7.0,4.0,1
277.41,3.04,32.7,1.0,3.0,5.0,1
318.37,2.99,66.56,2.0,3.0,3.0,0
427.42,0.67,191.26,6.0,6.0,9.0,1
602.91,3.63,59.08,0.0,6.0,4.0,1
430.54,2.72,93.06,2.0,6.0,4.0,1
753.94,2.73,164.82,5.0,10.0,6.0,0
384.52,4.26,62.97,1.0,4.0,1.0,0
454.91,3.96,107.73,1.0,8.0,6.0,1
101.15,0.52,43.09,1.0,1.0,2.0,0
429.6,5.41,40.54,1.0,3.0,2.0,1
670.86,3.09,166.75,5.0,7.0,12.0,1
236.27,1.25,75.27,2.0,3.0,2.0,1
262.33,1.95,72.19,2.0,3.0,4.0,0
267.25,-1.98,139.54,4.0,9.0,2.0,1
299.22,-0.93,153.39,5.0,5.0,8.0,0
766.92,3.3,195.22,3.0,11.0,7.0,1
416.87,4.48,88.49,2.0,6.0,4.0,1
639.01,5.12,66.4,2.0,2.0,6.0,0
424.54,5.0,64.33,1.0,3.0,7.0,1
325.37,2.11,109.17,2.0,7.0,4.0,0
261.09,1.88,41.57,1.0,2.0,5.0,1
314.37,2.26,90.01,2.0,5.0,4.0,1
273.36,2.01,66.15,1.0,2.0,5.0,1
218.29,1.24,66.76,2.0,4.0,9.0,0
472.45,2.01,141.36,4.0,6.0,4.0,1
336.61,5.57,6.48,0.0,2.0,10.0,0
388.9,4.17,62.66,1.0,4.0,8.0,1
296.15,4.74,49.33,2.0,2.0,3.0,1
422.53,4.93,74.79,2.0,4.0,7.0,1
296.41,3.61,40.46,2.0,2.0,0.0,1
256.54,5.19,0.0,0.0,8.0,0.0,1
213.24,2.66,89.65,2.0,5.0,2.0,1
334.35,0.76,77.81,2.0,6.0,3.0,0
283.42,4.13,23.47,1.0,2.0,5.0,0
390.91,4.36,60.44,0.0,4.0,2.0,0
92.09,-1.67,60.69,3.0,3.0,2.0,1
263.28,3.92,41.57,1.0,2.0,1.0,1
468.65,4.71,48.47,1.0,4.0,10.0,0
344.31,-5.76,200.53,9.0,11.0,8.0,1
228.12,2.85,12.03,1.0,1.0,1.0,0
613.91,2.52,95.5,3.0,3.0,3.0,1
883.02,7.73,193.1,4.0,10.0,11.0,1
165.4,0.67,40.46,2.0,2.0,0.0,0
465.52,3.31,118.51,2.0,7.0,4.0,1
264.37,3.08,6.48,0.0,2.0,0.0,0
323.59,2.84,32.78,0.0,2.0,7.0,0
281.34,2.26,90.07,2.0,4.0,4.0,0
340.47,2.93,51.37,2.0,2.0,3.0,0
397.76,6.52,17.82,0.0,3.0,6.0,1
433.04,6.54,6.48,0.0,2.0,5.0,1
217.29,0.63,57.61,2.0,3.0,3.0,1
287.41,4.7,3.24,0.0,1.0,0.0,1
268.27,2.44,63.6,1.0,3.0,2.0,0
324.34,-0.8,151.14,3.0,9.0,7.0,1
317.8,1.4,79.79,2.0,5.0,5.0,0
259.35,2.58,41.49,2.0,3.0,6.0,1
434.47,2.35,86.37,1.0,4.0,4.0,1
558.65,6.31,111.79,4.0,5.0,12.0,1
514.04,6.2,78.79,3.0,4.0,11.0,0
231.43,1.11,3.24,0.0,1.0,8.0,0
171.24,1.9,12.03,1.0,1.0,2.0,1
383.41,1.78,106.95,1.0,8.0,4.0,1
321.33,-0.59,101.71,1.0,7.0,6.0,0
440.61,2.95,104.73,3.0,5.0,14.0,1
424.39,-0.54,173.76,3.0,9.0,7.0,1
295.85,4.17,12.47,0.0,2.0,8.0,1
396.45,0.59,113.01,2.0,7.0,6.0,1
314.41,1.46,83.58,2.0,7.0,10.0,1
486.44,4.61,91.18,4.0,6.0,16.0,1
235.33,1.34,58.36,2.0,3.0,6.0,1
417.39,2.9,74.57,2.0,5.0,3.0,1
389.4,1.28,113.68,3.0,7.0,8.0,0
609.5,4.78,93.28,2.0,8.0,9.0,0
265.56,2.24,49.69,2.0,3.0,4.0,0
548.67,2.29,131.75,3.0,9.0,5.0,0
338.44,3.72,46.15,0.0,5.0,13.0,1
329.81,4.76,50.19,1.0,3.0,4.0,0
238.29,1.35,75.27,2.0,3.0,5.0,1
399.63,5.04,9.72,0.0,5.0,6.0,1
453.54,4.89,94.31,2.0,5.0,7.0,1
448.57,2.49,106.94,3.0,6.0,9.0,0
482.63,4.77,72.36,1.0,5.0,3.0,1
382.46,4.44,61.64,0.0,6.0,6.0,0
316.47,5.28,37.3,1.0,3.0,2.0,0
304.44,1.72,38.82,1.0,4.0,6.0,0
408.88,2.27,99.88,2.0,7.0,8.0,1
332.31,-3.58,198.22,8.0,7.0,6.0,1
471.55,-0.73,163.33,2.0,12.0,9.0,1
365.21,1.47,204.25,2.0,10.0,6.0,0
369.43,2.74,117.54,3.0,8.0,6.0,1
292.38,1.7,70.59,3.0,4.0,5.0,1
381.69,5.8,27.05,0.0,3.0,6.0,1
385.51,2.09,69.64,0.0,6.0,6.0,1
187.18,1.01,85.13,1.0,5.0,2.0,0
226.66,2.53,46.53,1.0,2.0,5.0,1
411.59,5.38,49.77,1.0,4.0,10.0,1
288.48,5.09,20.23,1.0,1.0,1.0,0
289.16,3.59,46.53,1.0,2.0,4.0,1
271.27,0.01,127.59,3.0,5.0,6.0,0
295.43,3.9,20.31,0.0,2.0,7.0,0
254.35,1.52,58.2,2.0,3.0,5.0,1
206.31,2.1,38.91,1.0,2.0,1.0,0
376.37,-1.72,161.56,5.0,9.0,5.0,1
311.42,3.53,21.7,0.0,3.0,7.0,0
328.44,3.77,34.59,0.0,4.0,3.0,0
528.62,-0.65,153.92,2.0,10.0,7.0,0
510.48,-0.17,189.06,2.0,12.0,9.0,1
244.29,2.67,44.12,0.0,4.0,4.0,1
226.32,2.93,16.96,1.0,2.0,0.0,0
492.58,4.01,96.93,0.0,8.0,7.0,1
229.26,-0.59,90.37,2.0,7.0,2.0,1
393.71,4.4,24.83,0.0,3.0,3.0,0
482.44,2.36,155.14,5.0,10.0,4.0,0
384.43,2.6,100.52,1.0,7.0,4.0,1
139.18,-0.78,80.39,2.0,3.0,3.0,0
268.36,4.83,40.46,2.0,2.0,4.0,1
194.19,-1.03,61.82,0.0,6.0,0.0,1
278.36,3.95,34.89,0.0,3.0,2.0,0
366.55,4.83,15.71,0.0,3.0,10.0,1
560.69,0.92,205.84,6.0,9.0,23.0,1
565.56,6.87,45.67,0.0,4.0,5.0,0
179.17,-3.25,116.17,5.0,6.0,1.0,0
339.48,4.28,29.54,0.0,3.0,8.0,1
816.94,5.08,133.87,2.0,11.0,7.0,1
869.66,4.41,176.47,5.0,8.0,12.0,0
181.19,0.35,83.55,3.0,3.0,3.0,1
356.45,3.5,74.32,1.0,4.0,5.0,0
314.32,-3.43,116.28,0.0,7.0,3.0,1
301.34,2.94,78.6,1.0,5.0,4.0,0
221.65,1.85,76.72,2.0,5.0,2.0,0
421.03,4.53,43.78,1.0,3.0,6.0,0
253.73,3.63,64.98,3.0,2.0,4.0,0
166.24,1.98,20.23,1.0,1.0,2.0,1
301.31,1.82,104.38,2.0,5.0,2.0,0
383.52,0.09,118.8,2.0,7.0,7.0,1
90.08,-0.55,57.53,2.0,2.0,1.0,1
405.47,3.98,37.83,0.0,5.0,4.0,0
146.24,-1.92,76.1,4.0,4.0,7.0,1
302.31,2.38,90.57,1.0,4.0,2.0,0
416.52,1.73,111.63,3.0,5.0,8.0,0
368.47,1.94,95.94,2.0,5.0,8.0,1
511.57,-0.87,190.81,3.0,14.0,8.0,1
425.53,3.7,43.86,0.0,4.0,5.0,0
291.39,2.33,58.56,2.0,4.0,5.0,1
352.48,3.41,55.56,1.0,4.0,6.0,1
228.08,3.56,33.12,1.0,2.0,0.0,0
207.23,0.82,66.4,2.0,2.0,4.0,0
929.16,8.07,126.44,0.0,12.0,24.0,1
392.41,2.08,100.59,3.0,6.0,3.0,1
358.43,1.77,91.67,2.0,5.0,2.0,1
486.61,3.87,106.97,1.0,7.0,7.0,0
426.58,4.48,60.44,0.0,5.0,1.0,0
235.08,0.15,58.2,2.0,2.0,5.0,0
348.38,4.31,55.12,1.0,3.0,4.0,0
260.25,1.11,90.06,1.0,5.0,5.0,1
278.4,3.92,16.13,0.0,2.0,4.0,1
358.46,1.43,129.72,4.0,5.0,11.0,1
360.84,4.68,52.6,0.0,4.0,6.0,1
425.51,5.12,50.94,1.0,4.0,7.0,0
371.55,2.81,88.24,3.0,7.0,7.0,0
192.26,1.52,34.15,1.0,3.0,3.0,0
993.59,7.84,144.9,0.0,14.0,23.0,0
484.5,-7.29,282.61,11.0,15.0,6.0,1
390.36,-2.43,186.46,5.0,12.0,4.0,1
334.42,2.3,86.71,2.0,3.0,10.0,1
349.54,4.83,29.54,0.0,4.0,6.0,0
580.42,3.74,122.97,1.0,8.0,6.0,1
317.39,2.26,55.84,0.0,5.0,4.0,0
282.3,2.55,64.35,1.0,4.0,5.0,1
663.43,-3.65,321.09,7.0,18.0,11.0,0
281.32,2.37,136.49,5.0,4.0,5.0,0
236.27,3.39,46.33,1.0,1.0,0.0,1
404.49,1.7,132.8,4.0,6.0,8.0,1
279.38,3.96,12.47,0.0,2.0,3.0,0
135.21,1.58,26.02,1.0,1.0,2.0,1
596.76,6.01,79.79,2.0,5.0,6.0,1
565.29,3.16,100.13,3.0,6.0,8.0,0
324.42,3.17,45.59,1.0,4.0,4.0,0
236.27,1.25,75.27,2.0,3.0,2.0,1
380.87,5.87,27.69,0.0,3.0,6.0,1
369.34,4.33,37.3,1.0,2.0,0.0,0
407.43,2.67,83.84,1.0,8.0,5.0,0
60.05,0.09,37.3,1.0,1.0,0.0,1
313.29,2.91,92.01,2.0,5.0,5.0,0
711.77,5.95,235.66,7.0,7.0,12.0,1
307.44,4.42,12.47,0.0,2.0,4.0,1
232.41,-0.82,66.0,0.0,6.0,0.0,0
136.11,-0.96,65.72,2.0,2.0,0.0,0
384.44,0.55,124.01,3.0,6.0,5.0,1
794.04,5.1,175.5,4.0,8.0,4.0,0
361.39,4.42,9.23,0.0,1.0,2.0,1
584.67,4.53,164.38,6.0,4.0,12.0,0
490.63,3.07,124.68,3.0,5.0,7.0,1
499.53,-0.47,177.95,4.0,11.0,4.0,0
543.53,0.0,206.07,6.0,12.0,5.0,1
289.55,5.14,29.46,1.0,2.0,2.0,1
428.54,4.2,55.19,1.0,5.0,3.0,0
146.24,-1.92,76.1,4.0,4.0,7.0,1
150.13,-2.74,97.99,4.0,5.0,4.0,1
654.61,3.19,118.21,3.0,6.0,5.0,1
509.67,4.31,70.47,1.0,5.0,7.0,0
304.41,2.08,46.53,1.0,3.0,4.0,0
263.2,0.49,86.99,1.0,6.0,2.0,0
284.25,3.24,76.22,1.0,4.0,3.0,1
383.47,0.73,110.96,2.0,6.0,8.0,1
312.45,3.88,37.3,1.0,2.0,1.0,1
410.49,3.3,68.44,2.0,3.0,6.0,0
322.24,5.34,32.59,1.0,2.0,5.0,0
369.47,3.46,81.93,1.0,6.0,7.0,1
383.75,4.11,73.32,3.0,3.0,3.0,0
470.52,2.11,125.4,3.0,6.0,10.0,0
298.43,5.4,40.46,2.0,2.0,5.0,0
308.31,2.76,98.54,1.0,5.0,5.0,1
410.3,4.41,48.0,0.0,5.0,7.0,0
353.47,1.94,57.5,2.0,4.0,4.0,1
98.14,0.78,20.23,1.0,1.0,1.0,0
393.7,4.4,43.07,0.0,5.0,1.0,1
612.8,5.09,114.68,3.0,8.0,2.0,0
316.98,3.77,33.12,1.0,2.0,0.0,0
305.21,1.93,66.56,2.0,3.0,8.0,1
337.42,3.05,50.26,1.0,4.0,5.0,0
508.43,3.45,119.85,2.0,8.0,7.0,1
285.43,3.88,23.47,1.0,2.0,2.0,1
191.27,2.08,12.47,0.0,2.0,1.0,1
506.3,3.98,135.78,3.0,8.0,5.0,1
392.41,3.02,90.66,1.0,6.0,7.0,0
513.68,5.95,63.05,1.0,5.0,8.0,1
206.31,2.5,15.6,0.0,3.0,2.0,0
371.52,6.0,12.47,0.0,2.0,8.0,1
421.55,3.51,68.78,1.0,5.0,6.0,0
822.94,2.25,267.04,8.0,13.0,7.0,0
391.47,4.41,59.75,0.0,5.0,5.0,1
396.45,3.99,105.82,3.0,6.0,6.0,0
287.41,4.99,3.24,0.0,1.0,5.0,1
366.0,4.65,27.69,0.0,4.0,4.0,0
613.91,3.12,95.5,3.0,3.0,3.0,1
375.45,2.8,92.7,2.0,5.0,7.0,0
423.9,3.66,81.4,1.0,6.0,5.0,0
288.5,5.51,37.3,1.0,2.0,15.0,0
255.38,2.81,37.38,0.0,2.0,6.0,0
396.45,0.59,113.01,2.0,7.0,6.0,1
254.29,3.11,54.37,1.0,2.0,4.0,0
137.16,0.32,36.47,1.0,2.0,1.0,1
217.23,0.89,78.61,2.0,3.0,3.0,0
388.42,3.2,107.77,1.0,7.0,6.0,1
388.47,1.5,123.32,5.0,4.0,9.0,0
324.4,3.81,36.26,0.0,3.0,5.0,1
314.47,4.72,34.14,0.0,2.0,1.0,1
273.72,3.2,39.94,0.0,4.0,3.0,0
353.51,4.65,29.54,0.0,3.0,8.0,0
818.95,5.43,81.78,2.0,5.0,6.0,0
265.31,2.44,56.79,1.0,4.0,5.0,0
334.38,3.1,79.37,2.0,4.0,3.0,0
